,id,link,Adress,zip,city,size,latitude,longitude,hled
15,1813852,boliga.dk/bolig/1813852,Rørsangervej 7,8420,Knebel,61,56.11805,10.54567,"{'Stoppested': '514 meter', 'Fodboldbane': '595 meter', 'Skole': '595 meter', 'Daginstitution': '751 meter', 'Læge': '1.08 km', 'Supermarked': '1.13 km', 'Skov': '1.19 km', 'Apotek': '1.26 km', 'Idrætshal': '1.36 km', 'Hospital': '1.47 km', 'Modulvogntog': '1.51 km', 'Regionaltog': '1.68 km', 'S-Tog': '1.68 km', 'Bibliotek': '1.81 km', 'Svømmehal': '2.01 km', 'Motorvej': '2.60 km', 'Sø': '4.79 km', 'Metro': '6.62 km', 'Kyst': '7.58 km', 'Lufthavn': '22.12 km'}"
16,1814146,boliga.dk/bolig/1814146,"Bjerregårdsvej 303, Bjerregaard",6960,Hvide Sande,79,55.86657,8.16637,"{'Kyst': '1.40 km', 'Supermarked': '7.40 km', 'Stoppested': '7.42 km', 'Sø': '7.48 km', 'Skov': '7.58 km', 'Fodboldbane': '9.69 km', 'Skole': '10.87 km', 'Læge': '15.17 km', 'Regionaltog': '15.48 km', 'Apotek': '15.48 km', 'Svømmehal': '15.58 km', 'Idrætshal': '15.58 km', 'Bibliotek': '15.60 km', 'Daginstitution': '15.90 km', 'Modulvogntog': '30.28 km', 'Hospital': '34.98 km', 'Motorvej': '55.78 km', 'Lufthavn': '55.78 km', 'S-Tog': '147.33 km', 'Metro': '325.91 km'}"
17,1813906,boliga.dk/bolig/1813906,"Rønnevej 19, Furreby",9480,Løkken,94,57.38786,9.73313,"{'Kyst': '629 meter', 'Modulvogntog': '2.05 km', 'Stoppested': '2.10 km', 'Supermarked': '2.18 km', 'Skole': '2.63 km', 'Bibliotek': '2.77 km', 'Daginstitution': '3.10 km', 'Fodboldbane': '3.19 km', 'Apotek': '3.28 km', 'Idrætshal': '3.32 km', 'Svømmehal': '3.52 km', 'Skov': '5.05 km', 'Læge': '7.61 km', 'Sø': '14.18 km', 'Regionaltog': '15.40 km', 'Motorvej': '20.95 km', 'Hospital': '21.01 km', 'Lufthavn': '42.95 km', 'S-Tog': '140.42 km', 'Metro': '325.98 km'}"
18,1814025,boliga.dk/bolig/1814025,"Lønne Feriepark 42, Houstrup",6830,Nørre Nebel,84,55.78674,8.24829,
19,1813850,boliga.dk/bolig/1813850,Sneppevej 15,8950,Ørsted,80,56.5467,10.36864,"{'Daginstitution': '252 meter', 'Stoppested': '514 meter', 'Supermarked': '528 meter', 'Skole': '616 meter', 'Fodboldbane': '726 meter', 'Modulvogntog': '765 meter', 'Sø': '1.21 km', 'Skov': '1.60 km', 'Regionaltog': '5.81 km', 'Idrætshal': '6.60 km', 'Læge': '7.13 km', 'Apotek': '7.69 km', 'Bibliotek': '8.52 km', 'Motorvej': '9.43 km', 'Kyst': '14.55 km', 'Svømmehal': '14.84 km', 'Hospital': '16.38 km', 'S-Tog': '41.95 km', 'Metro': '58.94 km', 'Lufthavn': '77.77 km'}"
20,1814078,boliga.dk/bolig/1814078,Nannasvej 9,3370,Melby,89,55.99028,11.99387,"{'Kyst': '1.08 km', 'Fodboldbane': '1.65 km', 'Modulvogntog': '3.01 km', 'Stoppested': '3.98 km', 'Skole': '4.42 km', 'Skov': '5.61 km', 'Supermarked': '6.14 km', 'Idrætshal': '6.24 km', 'Daginstitution': '6.51 km', 'Svømmehal': '7.64 km', 'Bibliotek': '8.39 km', 'Læge': '8.93 km', 'Apotek': '9.83 km', 'Sø': '13.30 km', 'Regionaltog': '20.42 km', 'Hospital': '22.04 km', 'Motorvej': '26.47 km', 'Lufthavn': '35.40 km', 'S-Tog': '134.02 km', 'Metro': '319.87 km'}"
21,1813914,boliga.dk/bolig/1813914,"Lærkevænget 23, Bork Havn",6893,Hemmet,92,55.83609,8.27784,
22,1814005,boliga.dk/bolig/1814005,Lübker Allé 82,8581,Nimtofte,115,56.41401,10.59088,"{'Daginstitution': '1.77 km', 'Fodboldbane': '1.81 km', 'Supermarked': '1.97 km', 'Stoppested': '1.99 km', 'Skole': '1.99 km', 'Læge': '2.29 km', 'Sø': '3.19 km', 'Modulvogntog': '3.56 km', 'Skov': '4.78 km', 'Bibliotek': '7.20 km', 'Idrætshal': '7.95 km', 'S-Tog': '8.27 km', 'Apotek': '8.71 km', 'Kyst': '14.64 km', 'Svømmehal': '14.75 km', 'Lufthavn': '16.05 km', 'Hospital': '19.42 km', 'Motorvej': '24.83 km', 'Regionaltog': '38.46 km', 'Metro': '179.34 km'}"
23,1814120,boliga.dk/bolig/1814120,"Tingodden 485, Aargab",6960,Hvide Sande,78,55.97028,8.13902,"{'Kyst': '714 meter', 'Stoppested': '1.48 km', 'Apotek': '3.74 km', 'Supermarked': '3.87 km', 'Idrætshal': '4.67 km', 'Svømmehal': '4.67 km', 'Fodboldbane': '4.67 km', 'Bibliotek': '4.79 km', 'Skole': '4.80 km', 'Læge': '5.29 km', 'Daginstitution': '7.34 km', 'Sø': '18.76 km', 'Skov': '19.84 km', 'Regionaltog': '24.34 km', 'Hospital': '27.91 km', 'Modulvogntog': '30.52 km', 'Lufthavn': '66.57 km', 'Motorvej': '72.43 km', 'S-Tog': '147.18 km', 'Metro': '319.88 km'}"
24,1814100,boliga.dk/bolig/1814100,"Lyngbakken 44B, Rindby Strand",6720,Fanø,52,55.4274,8.38599,"{'Stoppested': '711 meter', 'Skov': '1.73 km', 'Supermarked': '2.43 km', 'Apotek': '2.74 km', 'Bibliotek': '2.77 km', 'Læge': '2.93 km', 'Fodboldbane': '2.99 km', 'Idrætshal': '2.99 km', 'Skole': '3.03 km', 'Daginstitution': '3.37 km', 'Sø': '5.20 km', 'Kyst': '6.20 km', 'Modulvogntog': '7.43 km', 'Regionaltog': '7.87 km', 'Svømmehal': '8.21 km', 'Hospital': '8.49 km', 'Motorvej': '11.58 km', 'Lufthavn': '20.38 km', 'S-Tog': '140.69 km', 'Metro': '322.67 km'}"
25,1813912,boliga.dk/bolig/1813912,Vejby Strandvej 33,3210,Vejby,49,56.08025,12.12509,"{'Stoppested': '127 meter', 'Supermarked': '340 meter', 'Kyst': '942 meter', 'Sø': '1.30 km', 'Bibliotek': '2.56 km', 'Daginstitution': '2.59 km', 'Skole': '2.59 km', 'Idrætshal': '2.59 km', 'Fodboldbane': '2.59 km', 'Regionaltog': '2.71 km', 'Læge': '2.82 km', 'Skov': '4.34 km', 'Svømmehal': '8.72 km', 'Apotek': '11.15 km', 'Modulvogntog': '16.33 km', 'S-Tog': '24.01 km', 'Hospital': '27.39 km', 'Motorvej': '36.18 km', 'Metro': '54.26 km', 'Lufthavn': '76.20 km'}"
26,1814103,boliga.dk/bolig/1814103,Nordkrogen 3,6857,Blåvand,55,55.56199,8.13229,"{'Stoppested': '231 meter', 'Supermarked': '333 meter', 'Regionaltog': '471 meter', 'Kyst': '682 meter', 'Skov': '2.51 km', 'Sø': '4.69 km', 'Læge': '4.92 km', 'Fodboldbane': '4.95 km', 'Bibliotek': '4.98 km', 'Skole': '5.01 km', 'Idrætshal': '5.04 km', 'Apotek': '5.04 km', 'Daginstitution': '5.20 km', 'Modulvogntog': '16.59 km', 'Svømmehal': '17.21 km', 'Hospital': '17.68 km', 'Motorvej': '18.49 km', 'S-Tog': '22.78 km', 'Metro': '51.13 km', 'Lufthavn': '77.41 km'}"
27,1813923,boliga.dk/bolig/1813923,Markvejen 116,3770,Allinge,95,55.28585,14.78008,"{'Stoppested': '423 meter', 'Kyst': '613 meter', 'Sø': '1.11 km', 'Skole': '1.19 km', 'Fodboldbane': '1.43 km', 'Idrætshal': '1.47 km', 'Bibliotek': '1.85 km', 'Supermarked': '2.19 km', 'Apotek': '2.30 km', 'Læge': '2.33 km', 'Daginstitution': '2.40 km', 'Skov': '2.89 km', 'Svømmehal': '17.14 km', 'Hospital': '26.42 km', 'Lufthavn': '29.77 km', 'Modulvogntog': '169.95 km', 'Regionaltog': '174.29 km', 'Motorvej': '174.73 km', 'S-Tog': '231.08 km', 'Metro': '234.97 km'}"
28,1813943,boliga.dk/bolig/1813943,"Fløjtevej 7, Højby Lyng",4573,Højby,102,55.90434,11.54134,"{'Stoppested': '1.09 km', 'Modulvogntog': '1.28 km', 'Skov': '1.33 km', 'Idrætshal': '1.51 km', 'Kyst': '1.66 km', 'Sø': '2.80 km', 'Fodboldbane': '4.35 km', 'Skole': '4.35 km', 'Daginstitution': '4.53 km', 'Supermarked': '4.78 km', 'Regionaltog': '5.11 km', 'Apotek': '8.25 km', 'Bibliotek': '8.85 km', 'Svømmehal': '8.94 km', 'Læge': '9.19 km', 'Hospital': '11.42 km', 'Motorvej': '24.80 km', 'S-Tog': '46.67 km', 'Metro': '81.27 km', 'Lufthavn': '91.87 km'}"
29,1814085,boliga.dk/bolig/1814085,Rørvigvej 210,4500,Nykøbing Sj,241,55.93765,11.70824,"{'Stoppested': '190 meter', 'Supermarked': '379 meter', 'Skov': '844 meter', 'Kyst': '1.33 km', 'Daginstitution': '2.82 km', 'Bibliotek': '3.05 km', 'Sø': '3.08 km', 'Skole': '3.47 km', 'Læge': '3.50 km', 'Idrætshal': '3.61 km', 'Fodboldbane': '3.61 km', 'Svømmehal': '3.65 km', 'Apotek': '3.70 km', 'Regionaltog': '3.75 km', 'Hospital': '4.31 km', 'Modulvogntog': '9.89 km', 'Motorvej': '30.90 km', 'S-Tog': '33.44 km', 'Metro': '68.05 km', 'Lufthavn': '99.96 km'}"
30,1813874,boliga.dk/bolig/1813874,Nordlandsvej 14,7451,Sunds,60,56.21802,9.02062,"{'Sø': '980 meter', 'Modulvogntog': '1.18 km', 'Stoppested': '1.46 km', 'Læge': '1.95 km', 'Supermarked': '2.03 km', 'Bibliotek': '2.06 km', 'Daginstitution': '2.42 km', 'Skole': '2.48 km', 'Idrætshal': '2.59 km', 'Fodboldbane': '2.59 km', 'Skov': '2.75 km', 'Svømmehal': '9.96 km', 'Motorvej': '10.31 km', 'Regionaltog': '10.90 km', 'Hospital': '12.82 km', 'Apotek': '12.88 km', 'Lufthavn': '18.52 km', 'Kyst': '39.01 km', 'S-Tog': '77.74 km', 'Metro': '250.43 km'}"
31,1813798,boliga.dk/bolig/1813798,"Ørnevænget 35, Vellerup",4050,Skibby,78,55.74691,11.86046,"{'Kyst': '460 meter', 'Stoppested': '1.14 km', 'Skov': '2.41 km', 'Sø': '4.19 km', 'Fodboldbane': '4.40 km', 'Skole': '4.89 km', 'Daginstitution': '4.89 km', 'Bibliotek': '4.92 km', 'Supermarked': '5.86 km', 'Idrætshal': '6.24 km', 'Læge': '6.56 km', 'Apotek': '9.55 km', 'Regionaltog': '14.23 km', 'Svømmehal': '15.40 km', 'Motorvej': '15.48 km', 'Modulvogntog': '15.58 km', 'S-Tog': '20.81 km', 'Hospital': '22.25 km', 'Metro': '52.07 km', 'Lufthavn': '66.86 km'}"
32,3835,boliga.dk/bolig/3835,,4200,Slagelse,70,55.44526,11.21109,
33,1813788,boliga.dk/bolig/1813788,Mannadalen 53,9260,Gistrup,134,56.98193,9.98603,"{'Skov': '374 meter', 'Stoppested': '1.44 km', 'Modulvogntog': '1.55 km', 'Daginstitution': '1.58 km', 'Supermarked': '2.21 km', 'Skole': '2.22 km', 'Fodboldbane': '2.22 km', 'Idrætshal': '2.22 km', 'Svømmehal': '5.80 km', 'Læge': '6.10 km', 'Bibliotek': '6.44 km', 'Apotek': '6.59 km', 'Motorvej': '7.48 km', 'Sø': '7.83 km', 'Regionaltog': '8.33 km', 'Kyst': '9.20 km', 'Hospital': '11.16 km', 'Lufthavn': '19.50 km', 'S-Tog': '85.83 km', 'Metro': '271.40 km'}"
34,3839,boliga.dk/bolig/3839,,4200,Slagelse,80,55.43374,11.20439,
35,1813808,boliga.dk/bolig/1813808,Strandkrogen 2M,3120,Dronningmølle,190,56.09825,12.39343,"{'Kyst': '269 meter', 'Stoppested': '302 meter', 'Regionaltog': '648 meter', 'Supermarked': '697 meter', 'Skov': '1.85 km', 'Sø': '4.03 km', 'Læge': '4.27 km', 'Bibliotek': '4.32 km', 'Idrætshal': '4.38 km', 'Apotek': '4.40 km', 'Daginstitution': '4.75 km', 'Fodboldbane': '5.51 km', 'Skole': '5.56 km', 'Modulvogntog': '16.40 km', 'Svømmehal': '16.61 km', 'Hospital': '17.04 km', 'Motorvej': '18.30 km', 'S-Tog': '23.07 km', 'Metro': '50.71 km', 'Lufthavn': '77.22 km'}"
36,1813809,boliga.dk/bolig/1813809,"Lundevangen 3A, Tinkerup",3250,Gilleleje,105,56.12106,12.25203,"{'Stoppested': '189 meter', 'Kyst': '854 meter', 'Supermarked': '1.02 km', 'Skov': '2.09 km', 'Skole': '2.68 km', 'Daginstitution': '3.06 km', 'Bibliotek': '3.11 km', 'Idrætshal': '3.46 km', 'Læge': '3.48 km', 'Regionaltog': '3.51 km', 'Apotek': '3.73 km', 'Fodboldbane': '4.51 km', 'Sø': '7.68 km', 'Svømmehal': '12.68 km', 'S-Tog': '25.93 km', 'Hospital': '27.26 km', 'Motorvej': '28.70 km', 'Modulvogntog': '28.99 km', 'Metro': '56.13 km', 'Lufthavn': '81.25 km'}"
37,1813762,boliga.dk/bolig/1813762,"Planetvej 1, Gl Bisnap",9370,Hals,67,57.00442,10.3293,"{'Stoppested': '782 meter', 'Skov': '790 meter', 'Kyst': '1.32 km', 'Daginstitution': '1.47 km', 'Fodboldbane': '1.49 km', 'Skole': '1.49 km', 'Supermarked': '1.63 km', 'Idrætshal': '1.74 km', 'Bibliotek': '1.76 km', 'Læge': '2.02 km', 'Apotek': '2.02 km', 'Sø': '3.90 km', 'Hospital': '22.03 km', 'Svømmehal': '26.02 km', 'Motorvej': '27.08 km', 'Modulvogntog': '28.35 km', 'Regionaltog': '31.45 km', 'Lufthavn': '35.87 km', 'S-Tog': '92.30 km', 'Metro': '277.86 km'}"
38,1813764,boliga.dk/bolig/1813764,"Prinsehøjsvej 8, Bågø",5610,Assens,187,55.31308,9.80775,"{'Sø': '523 meter', 'Supermarked': '9.44 km', 'Skole': '9.48 km', 'Apotek': '9.63 km', 'Idrætshal': '9.90 km', 'Fodboldbane': '9.90 km', 'Læge': '10.00 km', 'Daginstitution': '10.24 km', 'Bibliotek': '10.82 km', 'Kyst': '15.01 km', 'Stoppested': '18.43 km', 'Svømmehal': '26.00 km', 'Regionaltog': '26.87 km', 'Skov': '26.88 km', 'Modulvogntog': '32.13 km', 'Motorvej': '33.28 km', 'Hospital': '42.86 km', 'Lufthavn': '51.93 km', 'S-Tog': '122.72 km', 'Metro': '310.06 km'}"
39,1813772,boliga.dk/bolig/1813772,"Klintsøvænget 9, Klint",4500,Nykøbing Sj,43,55.93982,11.60607,"{'Stoppested': '628 meter', 'Kyst': '809 meter', 'Supermarked': '964 meter', 'Sø': '1.47 km', 'Fodboldbane': '1.66 km', 'Daginstitution': '2.69 km', 'Skov': '3.55 km', 'Skole': '3.76 km', 'Regionaltog': '4.35 km', 'Svømmehal': '4.91 km', 'Idrætshal': '4.96 km', 'Læge': '5.01 km', 'Bibliotek': '5.08 km', 'Hospital': '5.19 km', 'Modulvogntog': '5.64 km', 'Apotek': '6.30 km', 'Motorvej': '28.21 km', 'S-Tog': '41.67 km', 'Metro': '76.28 km', 'Lufthavn': '93.65 km'}"
40,1813777,boliga.dk/bolig/1813777,Rønstrupvej 90,2750,Ballerup,60,55.7158,12.32888,"{'Stoppested': '942 meter', 'Sø': '1.24 km', 'Fodboldbane': '1.45 km', 'Daginstitution': '1.56 km', 'Skov': '1.62 km', 'Idrætshal': '2.01 km', 'Skole': '2.01 km', 'Læge': '2.34 km', 'Supermarked': '2.35 km', 'Apotek': '2.92 km', 'Motorvej': '2.96 km', 'S-Tog': '3.23 km', 'Bibliotek': '3.29 km', 'Svømmehal': '3.34 km', 'Modulvogntog': '5.73 km', 'Regionaltog': '9.23 km', 'Hospital': '10.35 km', 'Metro': '12.69 km', 'Kyst': '14.24 km', 'Lufthavn': '32.73 km'}"
41,1813373,boliga.dk/bolig/1813373,Lærkevej 10,9280,Storvorde,48,56.98163,10.29248,"{'Daginstitution': '570 meter', 'Fodboldbane': '632 meter', 'Stoppested': '638 meter', 'Skole': '708 meter', 'Supermarked': '792 meter', 'Bibliotek': '826 meter', 'Apotek': '849 meter', 'Idrætshal': '1.17 km', 'Læge': '1.28 km', 'Regionaltog': '1.39 km', 'Skov': '1.46 km', 'Sø': '2.49 km', 'Modulvogntog': '5.33 km', 'Motorvej': '5.77 km', 'Svømmehal': '12.24 km', 'Kyst': '13.02 km', 'Hospital': '25.20 km', 'Lufthavn': '26.65 km', 'S-Tog': '107.12 km', 'Metro': '294.47 km'}"
42,1813356,boliga.dk/bolig/1813356,Spydspidsevej 25,9640,Farsø,45,56.80945,9.19085,"{'Stoppested': '870 meter', 'Kyst': '1.43 km', 'Skov': '2.14 km', 'Supermarked': '2.50 km', 'Idrætshal': '2.68 km', 'Fodboldbane': '2.68 km', 'Skole': '9.00 km', 'Daginstitution': '10.60 km', 'Hospital': '10.61 km', 'Svømmehal': '11.10 km', 'Læge': '11.41 km', 'Apotek': '11.43 km', 'Bibliotek': '11.45 km', 'Sø': '11.62 km', 'Modulvogntog': '21.16 km', 'Motorvej': '36.23 km', 'Regionaltog': '41.21 km', 'Lufthavn': '73.18 km', 'S-Tog': '98.55 km', 'Metro': '278.96 km'}"
43,1813320,boliga.dk/bolig/1813320,Vinkelhagevej 162,7620,Lemvig,50,56.56426,8.29659,"{'Kyst': '140 meter', 'Sø': '951 meter', 'Stoppested': '2.30 km', 'Regionaltog': '2.30 km', 'Supermarked': '2.46 km', 'Bibliotek': '2.58 km', 'Læge': '2.63 km', 'Apotek': '2.69 km', 'Fodboldbane': '2.74 km', 'Daginstitution': '2.88 km', 'Skole': '3.05 km', 'Svømmehal': '3.09 km', 'Idrætshal': '3.09 km', 'Hospital': '4.01 km', 'Modulvogntog': '4.76 km', 'Skov': '6.73 km', 'Motorvej': '35.81 km', 'Lufthavn': '75.76 km', 'S-Tog': '136.43 km', 'Metro': '309.41 km'}"
44,1813563,boliga.dk/bolig/1813563,"Regnfangvej 7, Bøtø",4873,Væggerløse,48,54.66462,11.94589,
45,1813589,boliga.dk/bolig/1813589,"Stranddalen 13, Eskov",7870,Roslev,88,56.79076,9.09406,"{'Stoppested': '3.41 km', 'Skole': '3.75 km', 'Supermarked': '3.78 km', 'Fodboldbane': '3.83 km', 'Kyst': '3.85 km', 'Idrætshal': '4.16 km', 'Skov': '5.03 km', 'Læge': '5.27 km', 'Sø': '8.41 km', 'Daginstitution': '11.64 km', 'Svømmehal': '12.24 km', 'Apotek': '14.72 km', 'Modulvogntog': '19.42 km', 'Bibliotek': '25.97 km', 'Hospital': '27.72 km', 'Regionaltog': '28.31 km', 'Motorvej': '52.43 km', 'Lufthavn': '69.51 km', 'S-Tog': '107.13 km', 'Metro': '285.66 km'}"
46,1813330,boliga.dk/bolig/1813330,Diernæs Strandby 191,6100,Haderslev,56,55.15669,9.49385,"{'Kyst': '462 meter', 'Supermarked': '949 meter', 'Skov': '1.56 km', 'Sø': '1.68 km', 'Stoppested': '2.23 km', 'Fodboldbane': '4.60 km', 'Skole': '4.61 km', 'Daginstitution': '4.71 km', 'Idrætshal': '6.51 km', 'Læge': '10.17 km', 'Bibliotek': '12.22 km', 'Apotek': '13.24 km', 'Svømmehal': '13.63 km', 'Motorvej': '14.98 km', 'Modulvogntog': '16.79 km', 'Regionaltog': '16.79 km', 'Hospital': '17.98 km', 'Lufthavn': '57.41 km', 'S-Tog': '116.99 km', 'Metro': '304.55 km'}"
